trial,n_sources,n_dir,cleared,dir_cleared,remaining,time_s,walk_m,measures,replans,steps,cover_visits,stop_reason,final_mean_mass,station_silent,probe_silent,wall_s,left
596,14,6,14,6,0,7265.21,27246.1,293,56,56,19,epsilon,0.00250,2,0,25.378,
597,14,9,14,9,0,6945.30,24911.5,316,52,52,19,epsilon,0.00252,0,0,23.015,
598,11,5,11,5,0,6101.48,21677.4,286,45,45,19,epsilon,0.00254,0,0,13.143,
599,11,6,11,6,0,6529.35,23221.7,307,53,53,19,epsilon,0.00256,0,0,17.497,
600,13,8,13,8,0,6965.93,25054.6,316,54,54,19,epsilon,0.00248,0,0,69.444,
601,10,8,10,8,0,7073.96,24869.8,345,58,58,19,epsilon,0.00253,0,0,20.397,
602,15,10,15,10,0,6779.35,24436.7,305,58,58,19,epsilon,0.00256,0,0,84.207,
603,15,6,15,6,0,5868.03,21060.1,264,46,46,19,epsilon,0.00256,1,0,14.492,
604,14,7,14,7,0,8017.14,29715.7,337,81,81,19,epsilon,0.00256,0,0,76.096,
605,15,5,15,5,0,6072.53,22797.7,241,43,43,19,epsilon,0.00250,0,0,14.455,
606,13,6,13,6,0,6495.16,23225.8,299,48,48,19,epsilon,0.00256,0,0,19.047,
607,13,7,13,7,0,5822.22,20961.1,262,40,40,19,epsilon,0.00256,0,0,15.594,
608,13,5,13,5,0,6500.13,23305.6,297,50,50,19,epsilon,0.00249,0,0,19.260,
609,15,8,15,8,0,7479.92,28174.6,297,54,54,19,epsilon,0.00246,0,0,18.001,
610,13,10,13,10,0,7024.49,25377.5,315,46,46,19,epsilon,0.00251,1,0,23.909,
611,10,2,10,2,0,6995.45,23722.3,368,51,51,19,epsilon,0.00256,0,0,103.891,
612,11,3,11,3,0,5968.95,20769.8,294,42,42,19,epsilon,0.00253,0,0,15.588,
613,13,6,13,6,0,6564.33,23026.7,317,52,52,19,epsilon,0.00256,1,0,16.816,
614,14,5,14,5,0,6977.68,25188.4,314,57,57,19,epsilon,0.00256,1,0,31.503,
615,10,2,10,2,0,6438.87,22314.4,321,50,50,19,epsilon,0.00252,1,0,28.386,
616,12,5,12,5,0,5949.85,21484.2,266,41,41,19,epsilon,0.00253,0,0,50.558,
617,10,5,10,5,0,6285.96,20809.8,347,47,47,19,epsilon,0.00252,0,0,22.630,
618,10,4,10,4,0,5854.92,20049.6,300,40,40,19,epsilon,0.00270,0,0,11.417,
619,12,8,12,8,0,6147.38,21761.9,290,36,36,19,epsilon,0.00256,0,0,5.290,
620,10,6,10,6,0,6500.30,22576.5,323,44,44,19,epsilon,0.00251,0,0,14.013,
621,15,7,15,7,0,6071.61,21153.1,296,44,44,19,epsilon,0.00248,0,0,11.130,
622,15,4,15,4,0,6307.47,23837.3,246,49,49,19,epsilon,0.00246,0,0,14.304,
623,16,7,16,7,0,5374.20,19711.0,226,39,39,15,certificate,0.00000,0,0,9.788,
624,12,10,12,10,0,6982.94,25054.7,323,58,58,19,epsilon,0.00252,0,0,29.466,
625,13,4,13,4,0,6238.99,22804.9,270,42,42,19,epsilon,0.00256,0,0,10.145,
626,12,8,12,8,0,7418.02,26700.1,339,62,62,19,epsilon,0.00256,1,0,29.289,
627,14,5,14,5,0,8169.19,28620.9,397,76,76,19,epsilon,0.00254,12,0,135.151,
628,16,8,16,8,0,5660.99,20194.9,257,37,37,16,certificate,0.00000,1,0,58.175,
629,10,7,10,7,0,7453.07,26590.4,349,56,56,19,epsilon,0.00256,0,0,40.579,
630,14,8,14,8,0,6531.10,24065.5,276,46,46,19,epsilon,0.00252,1,0,12.389,
631,11,6,11,6,0,6939.92,25689.6,293,57,57,19,epsilon,0.00253,0,0,23.971,
632,11,5,11,5,0,6452.07,22820.3,306,38,38,19,epsilon,0.00255,0,0,10.353,
633,15,10,15,10,0,6953.88,25664.4,292,48,48,19,epsilon,0.00246,0,0,28.979,
634,14,8,14,8,0,6757.17,24895.8,286,58,58,19,epsilon,0.00252,0,0,25.345,
635,10,3,10,3,0,6059.25,20946.2,304,38,38,19,epsilon,0.00256,1,0,7.471,
636,12,8,12,8,0,7546.66,27333.3,338,59,59,19,epsilon,0.00253,0,0,25.104,
637,10,3,10,3,0,6180.78,21938.9,291,39,39,19,epsilon,0.00253,1,0,11.122,
638,16,5,16,5,0,6708.19,23950.9,308,54,54,19,certificate,0.00000,8,0,29.631,
639,16,7,16,7,0,7563.78,25103.9,413,77,77,14,certificate,0.00000,17,0,266.160,
640,15,5,15,5,0,5917.36,22341.8,230,44,44,19,epsilon,0.00256,0,0,12.792,
641,13,8,13,8,0,5934.43,20677.2,289,41,41,19,epsilon,0.00253,0,0,9.180,
642,12,8,12,8,0,6769.43,22642.1,364,46,46,19,epsilon,0.00250,0,0,32.483,
643,11,5,11,5,0,6285.55,22497.7,289,40,40,19,epsilon,0.00253,2,0,9.645,
644,15,9,15,9,0,5882.50,20757.5,277,41,41,19,epsilon,0.00256,0,0,8.020,
645,13,5,13,5,0,6569.34,23831.7,290,42,42,19,epsilon,0.00252,0,0,12.924,
646,13,9,13,9,0,7379.05,27090.3,317,67,67,19,epsilon,0.00256,1,0,38.556,
647,13,5,13,5,0,6411.35,21826.8,331,47,47,19,epsilon,0.00256,0,0,14.203,
648,15,6,15,6,0,6162.34,22221.7,275,48,48,19,epsilon,0.00253,1,0,17.599,
649,15,10,15,10,0,7552.24,27766.2,322,59,59,19,epsilon,0.00256,0,0,27.340,
650,11,7,11,7,0,6275.69,22378.4,291,35,35,19,epsilon,0.00253,0,0,6.685,
651,11,7,11,7,0,6529.35,23276.7,304,55,55,19,epsilon,0.00252,0,0,37.266,
652,11,4,11,4,0,6178.47,22912.4,258,43,43,19,epsilon,0.00256,0,0,12.992,
653,16,7,16,7,0,6248.02,23340.1,252,49,49,16,certificate,0.00000,0,0,14.089,
654,12,4,12,4,0,6416.35,22656.8,305,43,43,19,epsilon,0.00256,1,0,17.299,
655,13,5,13,5,0,6620.36,22381.8,347,52,52,19,epsilon,0.00252,1,0,38.053,
656,16,4,16,4,0,7024.06,24465.3,347,89,89,7,certificate,0.00000,0,0,129.697,
657,16,9,16,9,0,7605.05,26665.3,368,79,79,17,certificate,0.00000,1,0,49.546,
658,10,6,10,6,0,6489.12,23270.6,298,46,46,19,epsilon,0.00253,0,0,35.300,
659,15,10,15,10,0,6444.29,24571.5,245,59,59,19,epsilon,0.00250,0,0,19.149,
660,14,10,14,10,0,7504.75,28063.8,305,52,52,19,epsilon,0.00242,2,0,25.197,
661,13,8,13,8,0,6447.92,23199.6,291,40,40,19,epsilon,0.00254,0,0,9.934,
662,15,12,15,12,0,6958.27,25746.3,291,67,67,19,epsilon,0.00252,0,0,30.067,
663,16,8,16,8,0,6410.85,23519.2,273,66,66,11,certificate,0.00000,0,0,99.439,
664,10,4,10,4,0,6345.00,22385.0,304,43,43,19,epsilon,0.00253,0,0,16.456,
665,16,9,16,9,0,7417.52,26112.6,355,70,70,18,certificate,0.00000,0,0,30.680,
666,13,9,13,9,0,7328.82,27819.1,284,45,45,19,epsilon,0.00253,2,0,16.247,
667,11,6,11,6,0,6595.47,24332.3,280,40,40,19,epsilon,0.00253,0,0,8.666,
668,14,9,14,9,0,7222.96,28304.8,250,51,51,19,epsilon,0.00252,1,0,14.003,
669,14,5,14,5,0,6922.63,24643.2,322,58,58,19,epsilon,0.00256,1,0,19.214,
670,11,4,11,4,0,6521.89,23149.4,309,53,53,19,epsilon,0.00254,0,0,24.084,
671,12,9,12,9,0,6026.73,21158.7,290,41,41,19,epsilon,0.00256,0,0,8.598,
672,10,6,10,6,0,6419.11,22335.5,318,44,44,19,epsilon,0.00253,0,0,16.083,
673,13,8,13,8,0,6032.81,21959.1,263,43,43,19,epsilon,0.00256,1,0,14.692,
674,11,7,11,7,0,6403.11,22605.5,305,41,41,19,epsilon,0.00249,1,0,7.965,
675,15,4,15,4,0,7126.97,26519.9,292,61,61,19,epsilon,0.00246,0,0,44.500,
676,13,9,13,9,0,7965.62,28358.1,372,61,61,19,epsilon,0.00248,2,0,53.857,
677,14,9,14,9,0,6972.38,25601.9,298,52,52,19,epsilon,0.00256,0,0,30.259,
678,13,8,13,8,0,6799.30,25701.5,267,40,40,19,epsilon,0.00256,3,0,19.080,
679,10,4,10,4,0,6052.65,20793.2,308,41,41,19,epsilon,0.00252,1,0,20.298,
680,12,2,12,2,0,6535.60,23958.0,282,47,47,19,epsilon,0.00254,0,0,14.322,
681,12,7,12,7,0,7111.39,25057.0,341,63,63,19,epsilon,0.00245,1,1,34.200,
682,15,10,15,10,0,6517.16,23635.8,287,52,52,19,epsilon,0.00256,0,0,14.558,
683,11,7,11,7,0,6982.88,24749.4,332,49,49,19,epsilon,0.00253,0,0,14.370,
684,10,4,10,4,0,6400.95,22054.8,326,49,49,19,epsilon,0.00256,0,0,26.952,
685,12,4,12,4,0,6818.50,23867.5,331,58,58,19,epsilon,0.00250,0,0,40.471,
686,10,4,10,4,0,6849.22,23786.1,342,55,55,19,epsilon,0.00253,0,0,28.425,
687,11,4,11,4,0,5988.47,20052.4,321,43,43,19,epsilon,0.00255,0,0,10.048,
688,12,7,12,7,0,6053.64,21578.2,281,36,36,19,epsilon,0.00252,0,0,4.997,
689,12,5,12,5,0,7320.39,27131.9,308,60,60,19,epsilon,0.00253,0,0,27.872,
690,14,8,14,8,0,6952.53,25797.7,290,58,58,19,epsilon,0.00248,1,0,25.692,
691,11,7,11,7,0,6948.99,24250.0,342,54,54,19,epsilon,0.00256,0,0,36.574,
692,13,9,13,9,0,6814.58,24157.9,321,49,49,19,epsilon,0.00250,1,0,13.353,
693,12,4,12,4,0,6251.01,22850.1,272,43,43,19,epsilon,0.00250,0,0,11.423,
694,10,4,10,4,0,6183.60,21838.0,296,44,44,19,epsilon,0.00248,1,0,12.364,
695,15,6,15,6,0,7495.21,25871.1,375,70,70,19,epsilon,0.00255,0,0,57.988,
696,15,5,15,5,0,6336.78,23528.9,261,49,49,19,epsilon,0.00244,0,0,12.248,
697,15,8,15,8,0,6902.66,24373.3,326,54,54,19,epsilon,0.00250,0,0,20.427,
698,10,1,10,1,0,6438.34,21691.7,343,47,47,19,epsilon,0.00250,0,0,39.334,
699,16,7,16,7,0,7129.01,23650.1,390,81,81,16,certificate,0.00000,0,0,100.676,
700,13,9,13,9,0,6931.50,23982.5,348,70,70,19,epsilon,0.00249,0,0,73.390,
701,14,4,14,4,0,7164.55,25407.7,336,59,59,19,epsilon,0.00246,0,0,26.722,
702,10,6,10,6,0,6479.02,21815.1,345,43,43,19,epsilon,0.00256,0,0,12.950,
703,16,5,16,5,0,6666.64,24623.2,279,61,61,19,certificate,0.00000,0,0,22.909,
704,12,7,12,7,0,6766.28,24031.4,318,48,48,19,epsilon,0.00256,0,0,13.261,
705,11,7,11,7,0,6754.71,24303.5,308,50,50,19,epsilon,0.00253,1,0,18.182,
706,14,6,14,6,0,6387.33,23391.7,275,56,56,19,epsilon,0.00234,0,0,42.046,
707,12,10,12,10,0,6940.86,25629.3,293,39,39,19,epsilon,0.00256,0,0,7.824,
708,15,8,15,8,0,7013.86,25929.3,293,54,54,19,epsilon,0.00251,0,0,32.380,
709,16,6,16,6,0,6079.19,22345.9,257,55,55,12,certificate,0.00000,1,0,32.208,
710,13,6,13,6,0,6382.53,23827.6,260,46,46,19,epsilon,0.00256,1,0,10.054,
711,11,5,11,5,0,6903.27,24386.4,329,46,46,19,epsilon,0.00253,1,0,14.454,
712,11,8,11,8,0,6982.57,24022.9,355,53,53,19,epsilon,0.00256,0,0,18.199,
713,11,5,11,5,0,7842.77,26318.8,421,61,61,19,epsilon,0.00256,1,0,29.649,
714,13,4,13,4,0,6157.44,22337.2,272,45,45,19,epsilon,0.00256,0,0,11.878,
715,12,7,12,7,0,6604.96,23784.8,299,48,48,19,epsilon,0.00256,1,0,21.944,
716,10,4,10,4,0,6769.57,23502.8,338,54,54,19,epsilon,0.00256,0,0,20.233,
717,15,8,15,8,0,6369.58,24052.9,248,42,42,19,epsilon,0.00245,0,0,10.815,
718,12,7,12,7,0,7425.96,26164.8,359,60,60,19,epsilon,0.00253,0,0,22.905,
719,10,7,10,7,0,6213.47,21352.4,316,38,38,19,epsilon,0.00256,0,0,18.433,
720,14,3,14,3,0,6941.64,24703.2,323,53,53,19,epsilon,0.00256,0,0,22.419,
721,11,5,11,5,0,6965.53,24892.7,323,54,54,19,epsilon,0.00256,1,0,11.069,
722,12,9,12,9,0,6567.51,22987.5,319,49,49,19,epsilon,0.00256,0,0,14.145,
723,13,6,13,6,0,6769.39,24656.9,296,50,50,19,epsilon,0.00252,0,0,17.547,
724,13,5,13,5,0,7198.22,25206.1,349,60,60,19,epsilon,0.00251,0,0,24.870,
725,15,10,15,10,0,6566.06,23845.3,288,46,46,19,epsilon,0.00251,0,0,7.387,
726,11,6,11,6,0,5920.77,20788.8,286,40,40,19,epsilon,0.00250,1,0,10.086,
727,12,9,12,9,0,5968.40,20222.0,311,35,35,19,epsilon,0.00253,0,0,6.901,
728,16,6,16,6,0,6179.27,23341.3,242,61,61,12,certificate,0.00000,0,0,24.443,
729,13,9,13,9,0,6438.93,22944.7,299,49,49,19,epsilon,0.00256,1,0,12.383,
730,12,8,12,8,0,5972.46,20917.3,290,41,41,19,epsilon,0.00252,0,0,10.902,
731,13,9,13,9,0,6932.56,23457.8,363,56,56,19,epsilon,0.00252,0,0,15.935,
732,16,6,16,6,0,8278.01,32145.0,297,75,75,16,certificate,0.00000,14,0,31.243,
733,10,6,10,6,0,5903.40,19657.0,321,38,38,19,epsilon,0.00251,5,0,9.561,
734,11,7,11,7,0,6143.91,22084.5,280,39,39,19,epsilon,0.00253,0,0,7.550,
735,10,6,10,6,0,5916.85,19604.2,325,41,41,19,epsilon,0.00256,1,0,12.854,
736,15,7,15,7,0,6080.08,22615.4,248,49,49,19,epsilon,0.00250,0,0,9.283,
737,14,7,14,7,0,7812.81,27649.0,371,80,80,19,epsilon,0.00252,0,0,50.475,
738,13,5,13,5,0,6441.36,22816.8,303,47,47,19,epsilon,0.00256,0,0,10.575,
739,16,9,16,9,0,7685.77,28713.8,313,73,73,14,certificate,0.00000,9,0,56.343,
740,14,7,14,7,0,6534.75,23378.7,299,52,52,19,epsilon,0.00253,0,0,32.853,
741,11,6,11,6,0,6367.07,23545.4,268,40,40,19,epsilon,0.00255,0,0,9.705,
742,13,8,13,8,0,6730.32,22901.6,348,44,44,19,epsilon,0.00256,0,0,11.030,
743,12,7,12,7,0,6065.25,21461.3,286,40,40,19,epsilon,0.00256,0,0,12.313,
744,14,4,14,4,0,6275.48,23417.4,255,46,46,19,epsilon,0.00243,1,0,15.168,
745,16,6,16,6,0,6023.64,21773.2,266,57,57,15,certificate,0.00000,1,0,102.109,
746,12,7,12,7,0,6731.05,24505.3,297,50,50,19,epsilon,0.00252,1,0,20.255,
747,10,3,10,3,0,5726.58,20387.9,268,35,35,19,epsilon,0.00256,0,0,11.960,
748,11,9,11,9,0,6179.51,21817.6,294,36,36,19,epsilon,0.00253,2,0,7.467,
749,14,4,14,4,0,6683.95,24324.7,292,50,50,19,epsilon,0.00251,1,0,14.290,
750,15,9,15,9,0,7152.83,26419.2,300,50,50,19,epsilon,0.00252,6,0,12.210,
751,12,5,12,5,0,6047.49,21802.4,273,44,44,19,epsilon,0.00251,0,0,12.648,
752,10,7,10,7,0,6664.10,23395.5,324,47,47,19,epsilon,0.00253,1,0,14.440,
753,14,9,14,9,0,7293.06,25950.3,340,58,58,19,epsilon,0.00256,0,0,24.765,
754,13,7,13,7,0,6801.24,24976.2,291,59,59,19,epsilon,0.00256,0,0,23.063,
755,11,3,11,3,0,5986.72,21338.6,278,39,39,19,epsilon,0.00253,0,0,8.898,
756,12,7,12,7,0,6431.32,23061.6,294,40,40,19,epsilon,0.00256,0,0,8.704,
757,10,3,10,3,0,6445.08,23460.4,287,45,45,19,epsilon,0.00254,0,0,14.060,
758,11,6,11,6,0,5837.73,20243.7,290,41,41,19,epsilon,0.00256,1,0,8.493,
759,13,9,13,9,0,6983.03,25005.1,320,51,51,19,epsilon,0.00245,0,0,13.057,
760,10,4,10,4,0,6784.60,23883.0,329,51,51,19,epsilon,0.00255,1,0,25.477,
761,11,4,11,4,0,7675.15,26940.7,373,63,63,19,epsilon,0.00256,0,0,51.945,
762,11,5,11,5,0,6524.43,24082.1,277,46,46,19,epsilon,0.00256,0,0,9.688,
763,13,7,13,7,0,6499.41,22227.1,332,62,62,19,epsilon,0.00256,0,0,30.942,
764,11,5,11,5,0,6225.25,22486.3,280,40,40,19,epsilon,0.00256,0,0,10.471,
765,12,7,12,7,0,7378.43,27512.1,305,57,57,19,epsilon,0.00250,0,0,30.864,
766,15,11,15,11,0,7345.46,27397.3,301,58,58,19,epsilon,0.00256,0,0,23.968,
767,10,5,10,5,0,6076.72,20908.6,308,37,37,19,epsilon,0.00254,0,0,11.001,
768,16,7,16,7,0,6697.82,24699.1,283,67,67,16,certificate,0.00000,0,0,43.471,
769,16,9,16,9,0,6223.38,23591.9,241,53,53,14,certificate,0.00000,0,0,32.826,
770,16,9,16,9,0,7033.54,26327.7,284,68,68,17,certificate,0.00000,11,0,41.908,
771,14,8,14,8,0,7323.62,26833.1,317,63,63,19,epsilon,0.00247,0,0,26.845,
772,14,8,14,8,0,6698.95,23614.7,318,60,60,19,epsilon,0.00256,0,0,24.162,
773,10,8,10,8,0,6362.53,21927.6,322,44,44,19,epsilon,0.00256,0,0,9.437,
774,10,5,10,5,0,6140.62,21193.1,309,36,36,19,epsilon,0.00256,0,0,6.359,
775,10,4,10,4,0,6638.89,23179.4,326,48,48,19,epsilon,0.00256,0,0,20.147,
776,10,2,10,2,0,6270.27,21696.4,314,50,50,19,epsilon,0.00251,0,0,18.114,
777,12,6,12,6,0,6551.73,22873.6,320,47,47,19,epsilon,0.00249,0,0,28.804,
778,14,7,14,7,0,7103.22,25191.1,333,62,62,19,epsilon,0.00256,0,0,31.753,
779,15,10,15,10,0,6932.99,25014.9,310,58,58,19,epsilon,0.00230,1,0,20.491,
780,10,6,10,6,0,6214.43,21042.2,327,47,47,19,epsilon,0.00249,1,0,13.197,
781,14,6,14,6,0,7354.14,27285.7,306,62,62,19,epsilon,0.00252,1,0,37.875,
782,15,11,15,11,0,7216.43,26062.2,323,59,59,19,epsilon,0.00247,0,0,30.855,
783,15,7,15,7,0,7110.23,25531.2,323,62,62,19,epsilon,0.00245,0,0,24.887,
784,11,3,11,3,0,7005.40,25077.0,323,54,54,19,epsilon,0.00256,14,0,40.277,
785,15,6,15,6,0,6741.70,23843.5,319,64,64,19,epsilon,0.00246,0,0,36.484,
786,14,9,14,9,0,6957.38,25006.9,317,52,52,19,epsilon,0.00256,3,0,21.246,
787,11,3,11,3,0,5952.76,20488.8,302,39,39,19,epsilon,0.00256,0,0,7.500,
788,15,7,15,7,0,7810.58,27527.9,372,70,70,19,epsilon,0.00256,0,0,47.255,
789,16,9,16,9,0,5841.43,21272.2,253,47,47,9,certificate,0.00000,1,0,23.575,
790,14,8,14,8,0,7501.02,28050.1,306,70,70,19,epsilon,0.00253,0,0,42.354,
791,12,7,12,7,0,6461.02,21995.1,334,46,46,19,epsilon,0.00250,0,0,9.204,
792,14,5,14,5,0,6301.97,22054.9,305,52,52,19,epsilon,0.00242,0,0,17.355,
793,10,8,10,8,0,6101.99,21294.9,300,37,37,19,epsilon,0.00256,0,0,6.718,
794,13,5,13,5,0,6505.12,23415.6,294,50,50,19,epsilon,0.00252,0,0,18.462,
795,11,4,11,4,0,6080.66,21603.3,286,42,42,19,epsilon,0.00256,1,0,6.693,
796,10,3,10,3,0,6305.44,21087.2,340,44,44,19,epsilon,0.00256,0,0,18.144,
797,14,7,14,7,0,6110.76,22243.8,266,43,43,19,epsilon,0.00256,0,0,10.821,
798,11,5,11,5,0,6359.35,21541.8,334,35,35,19,epsilon,0.00245,0,0,8.824,
799,16,10,16,10,0,5486.28,19411.4,255,52,52,13,certificate,0.00000,2,0,21.788,
800,14,7,14,7,0,5873.98,22344.9,223,39,39,19,epsilon,0.00251,0,0,8.903,
801,13,6,13,6,0,6049.15,21075.8,296,37,37,19,epsilon,0.00256,0,1,7.352,
802,13,9,13,9,0,6440.17,22435.8,316,49,49,19,epsilon,0.00252,0,0,12.832,
803,11,6,10,5,1,6223.55,20557.7,344,44,44,19,epsilon,0.00243,0,0,18.842,"[{""channel"": 3, ""x"": -240.4, ""y"": -1777.3, ""r"": 1216.9, ""phi_deg"": 268.0, ""rho"": 1793.5}]"
804,11,3,11,3,0,5981.04,21100.2,285,40,40,19,epsilon,0.00253,0,0,6.769,
805,16,7,16,7,0,7842.94,28109.7,360,86,86,14,certificate,0.00000,1,1,105.819,
806,15,7,15,7,0,6657.23,25591.1,245,41,41,19,epsilon,0.00256,1,0,8.532,
807,15,6,15,6,0,6461.33,24221.6,258,55,55,19,epsilon,0.00248,0,0,24.683,
808,16,9,16,9,0,7345.29,27766.4,287,52,52,18,certificate,0.00000,5,0,13.737,
809,15,7,15,7,0,6876.63,25463.1,286,59,59,19,epsilon,0.00250,0,0,32.918,
810,14,5,14,5,0,7977.69,26988.4,420,71,71,19,epsilon,0.00244,8,0,50.529,
811,14,6,14,6,0,6702.38,24831.9,280,56,56,19,epsilon,0.00256,0,0,26.870,
812,10,7,10,7,0,6688.32,22791.6,349,56,56,19,epsilon,0.00253,0,0,29.004,
813,13,8,13,8,0,7384.52,27507.6,305,63,63,19,epsilon,0.00252,1,0,37.292,
814,16,8,16,8,0,7292.49,25852.5,343,70,70,14,certificate,0.00000,1,0,39.801,
815,14,8,14,8,0,6222.12,23585.6,240,47,47,19,epsilon,0.00248,1,0,15.715,
816,16,5,16,5,0,6753.81,24524.0,297,66,66,14,certificate,0.00000,0,0,31.346,
817,16,8,16,8,0,6462.09,24500.5,250,60,60,15,certificate,0.00000,1,0,25.404,
818,12,5,12,5,0,6119.88,21659.4,289,40,40,19,epsilon,0.00249,0,0,14.740,
819,11,5,11,5,0,6527.15,23015.7,312,53,53,19,epsilon,0.00256,0,0,21.156,
820,12,6,12,6,0,7096.51,25452.6,325,57,57,19,epsilon,0.00246,10,0,32.669,
821,12,7,12,7,0,6552.45,23542.2,299,52,52,19,epsilon,0.00256,0,0,11.866,
822,14,9,14,9,0,6230.77,22808.9,267,45,45,19,epsilon,0.00256,0,0,14.495,
823,10,6,10,6,0,6069.50,21127.5,300,37,37,19,epsilon,0.00250,0,0,6.243,
824,14,9,14,9,0,6712.13,23555.7,323,58,58,19,epsilon,0.00252,0,0,29.969,
825,14,6,14,6,0,6622.56,22887.8,330,52,52,19,epsilon,0.00256,0,1,15.352,
826,13,11,13,11,0,6414.96,23224.8,286,52,52,19,epsilon,0.00256,0,0,21.841,
827,11,5,11,5,0,6467.96,23699.8,280,41,41,19,epsilon,0.00253,0,0,11.983,
828,12,8,12,8,0,6751.05,24365.3,304,55,55,19,epsilon,0.00252,0,0,21.562,
829,10,5,10,5,0,6614.43,22977.2,329,47,47,19,epsilon,0.00251,0,0,23.526,
830,10,3,10,3,0,6070.78,22113.9,268,41,41,19,epsilon,0.00256,0,0,12.297,
831,15,10,15,10,0,6126.25,21656.2,288,50,50,19,epsilon,0.00249,0,0,17.153,
832,13,7,13,7,0,6545.12,23720.6,291,51,51,19,epsilon,0.00255,0,0,22.669,
833,11,7,11,7,0,6556.67,22763.4,325,41,41,19,epsilon,0.00253,5,0,8.073,
834,11,7,11,7,0,6179.36,22176.8,283,46,46,19,epsilon,0.00250,0,0,19.855,
835,13,10,13,10,0,7372.20,27116.0,316,53,53,19,epsilon,0.00256,1,0,20.220,
836,14,4,14,4,0,7643.23,28286.2,323,72,72,19,epsilon,0.00256,1,0,59.392,
837,15,9,15,9,0,7139.67,26478.3,297,66,66,19,epsilon,0.00254,1,0,42.035,
838,11,7,11,7,0,6459.60,22163.0,329,49,49,19,epsilon,0.00256,1,0,19.805,
839,13,4,13,4,0,6399.22,22966.1,291,46,46,19,epsilon,0.00249,0,0,21.776,
840,12,6,12,6,0,6753.61,23813.1,322,48,48,19,epsilon,0.00255,2,0,15.345,
841,16,7,16,7,0,8048.28,28981.4,365,70,70,13,certificate,0.00000,1,0,78.014,
842,13,6,13,6,0,6284.81,22819.0,277,47,47,19,epsilon,0.00256,0,0,24.595,
843,14,8,14,8,0,6794.66,25038.3,288,54,54,19,epsilon,0.00254,0,0,16.768,
844,13,4,13,4,0,6033.52,21102.6,292,40,40,19,epsilon,0.00256,0,0,7.463,
845,12,5,12,5,0,7590.25,27371.3,347,72,72,19,epsilon,0.00256,1,0,73.487,
846,16,8,16,8,0,6261.60,22998.0,265,49,49,16,certificate,0.00000,1,0,22.056,
847,11,6,11,6,0,7008.67,25028.3,325,60,60,19,epsilon,0.00253,0,0,36.275,
848,10,5,10,5,0,6308.28,22181.4,305,43,43,19,epsilon,0.00256,0,0,11.053,
849,10,8,10,8,0,6298.21,22401.0,295,36,36,19,epsilon,0.00253,0,0,9.440,
850,10,3,10,3,0,7189.92,24239.6,382,55,55,19,epsilon,0.00281,9,0,88.658,
851,14,8,14,8,0,6712.79,24658.9,287,53,53,19,epsilon,0.00256,0,0,35.851,
852,12,8,12,8,0,10653.82,41259.1,397,87,87,19,epsilon,0.00256,31,0,44.673,
853,13,6,13,6,0,6674.73,24758.7,277,51,51,19,epsilon,0.00252,0,0,30.514,
854,10,3,10,3,0,6602.05,22725.3,337,58,58,19,epsilon,0.00248,0,0,26.404,
855,12,6,12,6,0,6190.54,21507.7,305,45,45,19,epsilon,0.00252,1,1,11.555,
856,11,7,11,7,0,7009.82,24629.1,339,52,52,19,epsilon,0.00253,0,0,32.315,
857,13,6,13,6,0,6776.43,24452.2,305,59,59,19,epsilon,0.00251,0,0,33.223,
858,11,8,11,8,0,6398.06,22590.3,305,50,50,19,epsilon,0.00253,0,1,23.143,
859,15,8,15,8,0,6964.60,25368.0,303,46,46,19,epsilon,0.00251,0,0,12.565,
860,16,8,16,8,0,5947.23,21876.1,251,54,54,16,certificate,0.00000,1,0,17.079,
861,13,9,13,9,0,6353.91,21779.5,323,55,55,19,epsilon,0.00256,1,0,32.045,
862,14,3,14,3,0,7522.53,27697.7,320,63,63,19,epsilon,0.00252,0,0,50.660,
863,14,8,14,8,0,6353.67,22568.3,296,51,51,19,epsilon,0.00242,0,0,20.678,
864,11,4,11,4,0,6134.86,21954.3,283,41,41,19,epsilon,0.00256,0,0,9.063,
865,15,4,15,4,0,5954.61,21878.0,251,45,45,19,epsilon,0.00250,1,0,9.098,
866,15,10,15,10,0,6067.25,22101.3,263,43,43,19,epsilon,0.00247,0,0,9.840,
867,12,9,12,9,0,7160.35,26281.8,308,48,48,19,epsilon,0.00256,5,0,8.163,
868,13,9,13,9,0,6964.63,25698.2,294,43,43,19,epsilon,0.00247,0,0,7.797,
869,11,6,11,6,0,6170.26,22051.3,285,40,40,19,epsilon,0.00256,0,0,13.837,
870,16,6,16,6,0,6170.22,20516.1,332,68,68,11,certificate,0.00000,0,0,45.017,
871,13,6,13,6,0,7031.32,25916.6,300,59,59,19,epsilon,0.00252,0,0,18.400,
872,15,6,15,6,0,5781.77,21383.8,239,40,40,19,epsilon,0.00256,0,0,10.399,
873,10,4,10,4,0,7270.13,27105.6,304,57,57,19,epsilon,0.00256,0,0,30.374,
874,11,4,11,4,0,6685.22,23781.1,315,54,54,19,epsilon,0.00253,1,0,35.996,
875,15,8,15,8,0,7181.48,27972.4,255,50,50,19,epsilon,0.00256,1,0,11.736,
876,15,7,15,7,0,7057.76,26373.8,288,66,66,19,epsilon,0.00256,0,0,37.938,
877,16,6,16,6,0,5983.30,22171.5,251,68,68,10,certificate,0.00000,0,0,49.275,
878,14,5,14,5,0,7536.89,28674.5,290,53,53,19,epsilon,0.00252,0,0,22.941,
